eligibility_id,journey_id,passenger_id,eligible,reason,updated_at
EL0000198,J000001,P000201,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000199,J000001,P000202,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000200,J000001,P000203,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000201,J000001,P000204,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000202,J000001,P000205,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000203,J000001,P000206,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000204,J000001,P000207,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000205,J000001,P000208,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000206,J000001,P000209,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000207,J000001,P000214,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000208,J000001,P000215,True,WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000209,J000001,P000216,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000210,J000001,P000217,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000211,J000001,P000218,False,NOT_WILLING_TO_EXCHANGE,2026-09-24 18:00:00
EL0000212,J000002,P000219,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000213,J000002,P000220,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000214,J000002,P000221,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000215,J000002,P000222,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000216,J000002,P000223,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000217,J000002,P000224,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000218,J000002,P000225,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000219,J000002,P000226,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000220,J000002,P000227,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000221,J000002,P000228,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000222,J000002,P000229,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000223,J000002,P000230,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000224,J000002,P000231,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000225,J000002,P000232,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000226,J000002,P000233,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000227,J000002,P000234,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000228,J000002,P000235,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000229,J000002,P000236,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000230,J000002,P000237,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000231,J000002,P000238,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000232,J000002,P000239,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000233,J000002,P000240,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000234,J000002,P000241,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000235,J000002,P000242,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000236,J000002,P000243,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000237,J000002,P000244,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000238,J000002,P000247,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000239,J000002,P000248,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000240,J000002,P000249,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000241,J000002,P000250,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000242,J000002,P000251,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000243,J000002,P000252,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000244,J000002,P000253,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000245,J000002,P000254,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000246,J000002,P000255,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000247,J000002,P000256,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000248,J000002,P000257,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000249,J000002,P000258,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000250,J000002,P000259,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000251,J000002,P000260,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000252,J000002,P000261,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000253,J000002,P000262,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000254,J000002,P000263,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000255,J000002,P000264,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000256,J000002,P000265,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000257,J000002,P000266,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000258,J000002,P000267,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000259,J000002,P000268,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000260,J000002,P000269,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000261,J000002,P000270,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000262,J000002,P000271,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000263,J000002,P000272,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000264,J000002,P000273,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000265,J000002,P000274,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000266,J000002,P000275,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000267,J000002,P000276,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000268,J000002,P000277,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000269,J000002,P000278,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000270,J000002,P000279,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000271,J000002,P000280,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000272,J000002,P000281,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000273,J000002,P000282,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000274,J000002,P000283,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000275,J000002,P000284,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000276,J000002,P000285,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000277,J000002,P000286,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000278,J000002,P000287,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000279,J000002,P000288,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000280,J000002,P000289,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000281,J000002,P000290,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000282,J000002,P000291,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000283,J000002,P000292,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000284,J000002,P000293,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000285,J000002,P000303,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000286,J000002,P000304,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000287,J000002,P000305,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000288,J000002,P000306,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000289,J000002,P000307,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000290,J000002,P000308,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000291,J000002,P000309,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000292,J000002,P000310,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000293,J000002,P000311,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000294,J000002,P000312,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000295,J000002,P000313,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000296,J000002,P000314,True,WILLING_TO_EXCHANGE,2026-10-01 18:00:00
EL0000297,J000002,P000315,False,NOT_WILLING_TO_EXCHANGE,2026-10-01 18:00:00
